,focal_pid,comparative_pid,focal_score,comparative_score,relation
854,20395632,30061946,10,5,>
855,36792741,37573341,10,10,≈
856,23209390,23892076,8,1,>
857,33516476,38074318,10,4,>
858,27931136,31097731,10,9,≈
859,32623134,37988257,8,2,>
860,25188351,23620768,9,8,≈
861,18378185,19593383,10,9,≈
862,18480018,23077720,9,3,>
863,29869007,31254002,6,6,≈
864,11882759,20411387,10,3,>
865,31592301,16772609,7,10,<
866,10606836,9008498,3,9,<
867,28478609,16530933,1,10,<
868,29440217,31179238,10,4,>
869,34128364,21738086,2,10,<
870,12610162,11034107,7,9,<
871,35600580,25436729,10,3,>
872,18353933,15365028,7,7,≈
873,25099247,33613240,8,1,>
874,34732503,36639298,10,2,>
875,15956574,17265140,9,1,>
876,19462000,19276159,7,8,≈
877,21240268,21741328,10,8,>
878,21985958,34753794,7,10,<
879,25798588,34696732,10,3,>
880,16910747,19223277,10,8,>
881,11096520,4095671,1,3,<
882,10846078,15979679,6,3,>
883,19318546,17984998,9,8,≈
884,19037018,30034929,9,1,>
885,23838771,22205604,9,9,≈
886,22007239,25241935,9,10,≈
887,35038791,32417259,7,10,<
888,20023081,15673506,9,8,≈
889,10949822,2116007,3,10,<
890,23315484,27625992,9,2,>
891,28427405,30578203,7,2,>
892,14652194,17289398,4,3,≈
893,21740439,24740427,9,9,≈
894,21445644,20845010,2,2,≈
895,26131000,23665964,5,10,<
896,17103098,20556831,2,9,<
897,19447093,20211154,10,4,>
898,15908349,20598085,6,5,≈
899,11681719,1671748,1,8,<
900,27905531,34746259,10,7,>
901,25746173,35324860,10,8,>
902,19390629,25373335,5,10,<
903,12634362,29491188,5,10,<
904,12242327,15516524,10,5,>
905,16477408,30704466,9,8,≈
906,16142990,11945107,5,6,≈
907,27761358,27049649,1,9,<
908,12426129,8605285,10,5,>
909,16177837,1480714,9,5,>
910,24839863,31972069,8,4,>
911,15328417,9814711,10,10,≈
912,11407415,8718762,4,4,≈
913,12964953,34199182,10,9,≈
914,16257491,2082375,7,8,≈
915,15526365,23221619,9,8,≈
916,35769136,29864151,6,10,<
917,18519800,26381015,10,7,>
918,17571922,18780744,9,6,>
919,13680373,1399253,1,2,≈
920,29799317,28981519,2,7,<
921,17668004,17766358,10,5,>
922,24172291,17454224,6,2,>
923,22564330,34369389,7,10,<
924,10644341,8041786,6,10,<
925,25932148,19715805,1,9,<
926,23608997,19709370,1,8,<
927,22512736,19017791,4,9,<
928,28032023,28845187,3,3,≈
929,17655276,22780843,4,5,≈
930,19481138,36906646,10,1,>
931,19329636,15899963,2,10,<
932,27538798,22025591,4,10,<
933,12181355,10793157,7,8,≈
934,24892645,37391725,10,7,>
935,12193652,17947439,10,8,>
936,17854133,37547205,10,4,>
937,28348947,31351897,1,9,<
938,23105005,27546533,10,7,>
939,28677050,17901112,7,8,≈
940,19448616,2546585,10,4,>
941,17784780,22754523,8,4,>
942,38469423,24391787,2,10,<
943,17488647,31004277,7,3,>
944,11839709,31933635,10,2,>
945,29643202,27807152,9,10,≈
946,28796262,29988699,10,5,>
947,21837402,33673145,5,10,<
948,11950977,17279436,7,2,>
949,17283043,14718165,7,10,<
950,11850268,10571274,9,3,>
951,18780189,27280685,3,10,<
952,16080114,17957331,10,3,>
953,11705928,12420146,4,2,>
954,17033974,16960802,10,10,≈
955,10684314,16917740,6,2,>
956,15923252,36818460,10,1,>
957,29057387,29181702,7,8,≈
958,17079280,15289473,7,10,<
959,15588297,22260539,8,2,>
960,23368978,21357911,7,10,<
961,33821795,36846374,10,7,>
962,27347933,23067000,7,7,≈
963,15857363,16928203,5,5,≈
964,16415028,19528268,7,7,≈
965,30533245,28147482,1,7,<
966,16156892,10613829,1,10,<
967,11790754,36232385,4,10,<
968,37559134,38254633,8,7,≈
969,15497096,17933573,7,4,>
970,25435650,17716090,2,10,<
971,34421542,9829295,8,9,≈
972,20105103,16537386,2,10,<
973,22110822,12027415,1,10,<
974,10594036,11438666,7,6,≈
975,17096589,16368967,9,5,>
976,24457087,26797644,3,9,<
977,11606552,17389366,9,10,≈
978,18826409,17681541,4,8,<
979,18485778,16921367,6,10,<
980,12110301,9474782,4,4,≈
981,16641935,10611379,9,9,≈
982,18483553,17963718,8,8,≈
983,12083368,32998300,5,10,<
984,10603369,1552854,9,7,>
985,24886111,15383785,4,10,<
986,11602017,35889895,8,10,<
987,20643990,25738482,10,3,>
988,11435558,10982324,7,8,≈
989,19073719,37437570,7,10,<
990,25489107,26185076,10,8,>
991,18928558,17597776,4,10,<
992,19820106,23961924,10,4,>
993,11231878,9510247,2,10,<
994,26300779,27877132,6,5,≈
995,10848616,9751505,5,7,<
996,24833948,25038890,5,6,≈
997,32889615,27573793,10,10,≈
998,27777730,11729091,2,10,<
999,20501846,30238178,10,3,>
1000,23615440,18086897,8,8,≈
1001,30849646,37082785,10,2,>
1002,14581194,16536547,9,10,≈
1003,15155208,10639357,4,5,≈
1004,23345791,28301766,1,10,<
1005,25846739,29515997,4,8,<
1006,25874714,33708443,9,4,>
1007,23734899,33209114,9,2,>
1008,26444681,30930745,8,6,>
1009,22521480,26881093,10,2,>
1010,30126406,34295109,7,1,>
1011,12605708,32850525,6,6,≈
1012,23431120,28796054,9,2,>
1013,10712665,9380720,6,10,<
1014,25010908,35801912,10,10,≈
1015,12782791,18217213,10,5,>
1016,28040774,30533929,9,1,>
1017,25606467,15256260,1,4,<
1018,15314187,16238443,10,4,>
1019,21358676,31963721,10,9,≈
1020,18486005,23349565,9,2,>
1021,22832848,34896543,8,10,<
1022,18022931,8363113,1,3,<
1023,10963678,21529347,8,3,>
1024,11070042,8876129,7,10,<
1025,28978943,35466858,10,10,≈
1026,25253679,15451892,4,10,<
1027,18985115,15563327,9,10,≈
1028,36527121,28656474,2,10,<
1029,30487282,25520515,9,9,≈
1030,12053279,21267793,3,3,≈
1031,24446877,26185483,10,7,>
1032,17038506,18787638,10,2,>
1033,28086196,28677649,10,8,>
1034,17596338,18417626,10,3,>
1035,19329561,21301811,10,8,>
1036,25234793,30734128,6,5,≈
1037,27576762,37249937,10,4,>
1038,12957904,11014517,5,6,≈
1039,19409490,37576022,10,2,>
1040,20042501,30853585,8,6,>
1041,16470404,19891989,5,3,>
1042,12800221,17201909,4,3,≈
1043,19215730,21058333,10,4,>
1044,18627350,32618996,10,10,≈
1045,15988597,3537225,5,9,<
1046,15814985,17283617,9,9,≈
1047,17505599,11280798,2,10,<
1048,11960594,9396415,1,10,<
1049,12586861,19350102,9,8,≈
1050,22628393,21148637,10,10,≈
1051,11230403,6246532,5,6,≈
1052,23178257,9673449,8,2,>
1053,23281708,19829295,8,10,<
1054,29538641,33121392,7,9,<
1055,16495518,10194462,7,10,<
1056,12184532,32373230,3,10,<
1057,15679862,11920512,5,9,<
1058,28645967,33135120,9,7,>
1059,11593019,16076241,10,10,≈
1060,30926611,21988698,10,9,≈
1061,29617384,29569182,6,6,≈
1062,24821281,27086140,7,2,>
1063,22529840,37470847,10,2,>
1064,31749633,33505430,7,8,≈
1065,12775865,23168213,8,1,>
1066,31841499,27650891,10,10,≈
1067,18681194,22958358,1,6,<
1068,15906150,26269524,2,10,<
1069,21327040,22526675,9,4,>
1070,24442674,27118143,10,8,>
1071,19586700,16290261,7,8,≈
1072,25349416,34059671,10,10,≈
1073,30889927,29732193,9,5,>
1074,11349066,11157924,6,5,≈
1075,20954859,12615712,6,9,<
1076,24973144,28464358,9,7,>
1077,15150406,7490748,10,10,≈
1078,10792025,18336653,10,7,>
1079,11689660,9649509,6,10,<
1080,24991588,17884237,1,10,<
1081,11752428,23489133,10,7,>
1082,27092320,36121586,10,3,>
1083,10763071,8227802,1,9,<
1084,33827942,23811144,9,10,≈
1085,15572440,18157500,9,1,>
1086,15899968,26279745,10,2,>
1087,20725525,26747834,7,9,<
1088,16321954,15296718,5,10,<
1089,31596494,15773694,10,2,>
1090,35291210,37753803,10,8,>
1091,10825201,10747800,6,5,≈
1092,28323346,17470779,1,10,<
1093,16497853,31620301,10,2,>
1094,35936736,36263140,10,9,≈
1095,16834860,15041962,4,8,<
1096,26894358,21628775,1,9,<
1097,16790748,9192900,5,10,<
1098,18301945,25072206,2,9,<
1099,29862208,16934919,1,10,<
1100,11907229,28459842,4,8,<
1101,14656965,17616611,10,8,>
1102,10716698,30237962,9,3,>
1103,27882537,33324217,9,8,≈
1104,32814706,28554135,1,4,<
1105,11887397,10223314,1,3,<
1106,24651015,22832583,10,10,≈
1107,11274383,14761164,7,1,>
1108,19091879,30263536,9,2,>
1109,16868010,27821066,8,3,>
1110,19208758,23508196,9,1,>
1111,16517667,18296533,7,6,≈
1112,22020298,25307498,10,10,≈
1113,23273247,21435907,6,9,<
1114,28584619,36254319,9,1,>
1115,17145789,18299133,9,8,≈
1116,30919253,18216292,7,10,<
1117,16472772,15800576,4,10,<
1118,33503068,20589152,10,5,>
1119,23736103,28348863,9,6,>
1120,20434623,28673596,9,1,>
1121,22889305,33432101,8,10,<
1122,36629731,30850878,1,9,<
1123,23863808,31417362,10,8,>
1124,19818876,32400865,9,5,>
1125,33391027,34917015,8,1,>
1126,11226578,9847330,3,10,<
1127,33936262,30669662,1,9,<
1128,10652277,14521520,9,5,>
1129,36439017,29960590,1,10,<
1130,17848994,21865389,9,7,>
1131,17426901,11742336,5,7,<
1132,22606571,21431479,1,4,<
1133,16724172,15103532,8,9,≈
1134,15576785,14688077,6,8,<
1135,21567392,22082477,9,5,>
1136,19423224,22100770,10,9,≈
1137,11562455,30564250,10,9,≈
1138,16048964,16048963,6,7,≈
1139,24062649,31708754,7,6,≈
1140,28948913,31838381,10,8,>
1141,15933056,18806936,10,4,>
1142,26169500,30186114,1,7,<
1143,15260129,1436648,5,1,>
1144,30500840,37452032,10,2,>
1145,15066940,22263840,10,9,≈
1146,27298556,28680839,5,5,≈
1147,28962023,30952964,10,5,>
1148,26814892,29572225,8,9,≈
1149,27366753,28381109,5,6,≈
1150,32689995,24025667,8,9,≈
1151,19481142,7590547,3,5,<
1152,23615440,20547883,8,10,<
1153,32727099,18680442,9,10,≈
1154,26408195,9112191,3,4,≈
1155,28626594,27169712,1,10,<
1156,26343724,28914814,6,6,≈
1157,20515930,24918062,8,3,>
1158,15898474,37680328,10,2,>
1159,28166247,21989455,9,10,≈
1160,16328846,23469138,1,6,<
1161,20965175,15960980,5,10,<
1162,21519548,33515168,2,9,<
1163,17333158,8759081,2,10,<
1164,35326486,32000995,10,10,≈
1165,22696715,27756423,1,2,≈
1166,23242385,12854091,9,8,≈
1167,15965721,10075505,6,7,≈
1168,21654873,11740974,5,9,<
1169,17936743,10385628,4,10,<
1170,15820151,12087357,4,10,<
1171,23000783,31989171,10,9,≈
1172,19445722,34957984,10,1,>
1173,25870855,29675459,8,10,<
1174,18094165,26730950,4,9,<
1175,12654795,33057054,7,8,≈
1176,31348488,36882009,10,2,>
1177,16829563,17307829,3,3,≈
1178,18224469,17102068,6,9,<
1179,27581324,32581822,6,7,≈
1180,14963236,22553323,9,6,>
1181,27064440,21215513,8,9,≈
1182,16630350,24809511,9,9,≈
1183,17641151,28659019,9,1,>
1184,11097435,9048924,2,3,≈
1185,11421470,7977294,7,6,≈
1186,12700256,9427407,7,8,≈
1187,19815438,30555810,4,3,≈
1188,19244323,10708424,8,7,≈
1189,12941139,11698286,7,10,<
1190,16301520,15710891,10,10,≈
1191,12391335,15542681,10,8,>
1192,23861626,19423852,3,10,<
1193,12822878,3322822,1,6,<
1194,18797166,19548062,6,2,>
1195,10792040,21268710,9,4,>
1196,35536253,36902235,10,4,>
1197,26500850,16956822,1,8,<
1198,17515920,21220517,10,5,>
1199,31484712,29615298,10,9,≈
1200,25946039,8904840,3,4,≈
1201,27956716,23806866,6,9,<
1202,11544233,8808927,4,5,≈
1203,21104022,25932214,5,1,>
1204,26833213,34327061,10,8,>
1205,32968203,29348603,8,9,≈
1206,15000517,28108359,2,10,<
1207,11376151,12181330,10,2,>
1208,31874647,36845151,7,10,<
1209,22345444,23077304,5,5,≈
1210,24583975,18025469,5,10,<
1211,11381124,15689448,10,7,>
1212,29441033,25951047,7,9,<
1213,19948054,22701467,9,7,>
1214,28910366,27931520,8,9,≈
1215,10831428,2513881,6,2,>
1216,23924684,19345193,1,10,<
1217,17243031,8995082,3,4,≈
1218,15872243,25930152,7,3,>
1219,19785751,18507836,6,7,≈
1220,22438489,21533079,7,8,≈
1221,10733971,14645069,6,5,≈
1222,20195509,23320541,10,7,>
1223,22407459,24298267,7,8,≈
1224,20047977,22666399,9,8,≈
1225,32025937,23465371,1,6,<
1226,26380725,19801978,3,10,<
1227,21799293,8396190,2,5,<
1228,18699988,17224408,7,10,<
1229,23665959,24793338,10,6,>
1230,23152884,23625718,7,4,>
1231,20398398,21324103,2,10,<
1232,29988075,21335238,10,10,≈
1233,15164211,18064481,3,3,≈
1234,20582997,21936901,10,8,>
1235,17377066,30487639,3,9,<
1236,21055867,22160682,3,9,<
1237,17506908,15182426,7,9,<
1238,31014382,26224613,8,7,≈
1239,21825152,29739941,9,9,≈
1240,31424985,33519892,10,7,>
1241,17322557,23133466,10,3,>
1242,18331847,29228337,9,10,≈
1243,21697467,23752505,8,8,≈
1244,21469134,29186108,6,10,<
1245,16754880,34458807,10,8,>
1246,11035788,7692401,9,10,≈
1247,11572979,7624323,8,8,≈
1248,11299379,20135229,9,4,>
1249,24109432,22771761,7,9,<
1250,17551019,12037569,9,10,≈
1251,15377528,31965325,8,1,>
1252,20655841,16214885,7,9,<
1253,29203961,26165358,4,8,<
1254,23263938,28414314,4,10,<
1255,15762869,14611683,4,6,<
1256,26552754,32861387,9,1,>
1257,28428184,35521026,10,1,>
1258,24616663,33833674,10,5,>
1259,36838401,20174841,9,8,≈
1260,12454060,19005221,3,2,≈
1261,14984272,19122876,5,4,≈
1262,17622554,16965768,1,8,<
1263,24298204,12913364,1,3,<
1264,27200371,31258688,7,6,≈
1265,17158684,23822838,4,5,≈
1266,20195061,9646444,2,4,<
1267,20332204,22726836,10,10,≈
1268,11801183,11586358,6,10,<
1269,12134035,24996566,7,4,>
1270,23847517,23282942,3,9,<
1271,16647042,22178266,2,7,<
1272,24910128,24909977,10,10,≈
1273,20360321,21523615,8,2,>
1274,23175254,26569405,8,7,≈
1275,24268819,23730969,10,9,≈
1276,25462345,26783419,3,4,≈
1277,25344883,29163697,9,1,>
1278,27391330,32257512,10,3,>
1279,30617746,19019351,3,9,<
1280,23298094,19444333,3,2,≈
1281,14679223,8464913,3,9,<
1282,33066168,24962493,8,7,≈
1283,14684324,11815367,1,8,<
1284,25654603,26829318,10,10,≈
1285,10673307,32774387,10,1,>
1286,15377536,14983003,5,10,<
1287,17187690,27623355,7,8,≈
1288,26379923,24388988,1,9,<
1289,24019496,28894413,10,8,>
1290,16038620,14993551,9,10,≈
1291,24704822,30885929,10,9,≈
1292,12239337,22748180,7,3,>
1293,19291400,12055583,4,10,<
1294,33448683,28432843,6,10,<
1295,10859166,11402205,10,9,≈
1296,12084936,31396049,10,10,≈
1297,21643754,16247718,5,6,≈
1298,33488992,36636855,10,8,>
1299,12032317,25071406,10,2,>
1300,15733204,18197248,9,8,≈
1301,12524399,10517897,8,9,≈
1302,11087858,9256436,8,7,≈
1303,17237169,15837383,3,3,≈
1304,30863275,32153363,10,10,≈
1305,18475301,29139058,10,2,>
1306,10831411,21479797,3,1,>
1307,22306736,20930119,5,10,<
1308,10817701,2835002,5,6,≈
1309,21646340,36107774,10,10,≈
1310,26020439,22104962,9,9,≈
1311,15448392,4059547,1,8,<
1312,16943628,10468624,1,10,<
1313,26554588,28183277,3,1,>
1314,30581672,26923030,1,10,<
1315,12011453,37275961,10,4,>
1316,21431621,24707249,8,1,>
1317,16597676,8763927,9,2,>
1318,16813650,10700175,6,10,<
1319,20932910,16222654,5,10,<
1320,22363448,31448880,8,9,≈
1321,22606445,17934071,1,10,<
1322,35745835,12057038,10,6,>
1323,20844942,17203244,7,8,≈
1324,12018711,20878770,1,9,<
1325,11069282,23015412,9,5,>
1326,23425591,30143616,8,10,<
1327,12802520,28053755,6,1,>
1328,11917029,22984257,9,2,>
1329,30992430,37220541,10,10,≈
1330,31008316,38132662,10,2,>
1331,25436911,35201537,9,1,>
1332,14726460,28237622,10,8,>
1333,23432090,35481047,10,2,>
1334,20354851,27277327,9,1,>
1335,10948097,9103976,8,2,>
1336,28406237,32424813,9,2,>
1337,21518733,14567965,8,9,≈
1338,11121034,23860827,10,7,>
1339,10948113,28490579,2,10,<
1340,33888713,36362284,10,6,>
1341,20531414,19401699,8,9,≈
1342,12909711,20559775,10,4,>
1343,17689506,30291225,3,9,<
1344,27151236,32703429,10,4,>
1345,12885884,17632199,8,2,>
1346,18505875,37213686,7,10,<
1347,10804035,26877629,7,2,>
1348,17021893,20086283,4,4,≈
1349,27790159,29170645,6,5,≈
1350,23546018,22855829,6,10,<
1351,23431210,17228060,7,3,>
1352,31504297,34129187,7,4,>
1353,23160177,30022295,7,1,>
1354,25710531,26955760,10,10,≈
1355,25423138,27501467,4,3,≈
1356,17653768,7732653,3,4,≈
1357,21670288,30283673,9,4,>
1358,23662285,19801981,7,10,<
1359,14990605,25397578,2,8,<
1360,25534640,27124018,9,5,>
1361,21815635,34381213,2,10,<
1362,27098968,33868385,10,9,≈
1363,15813990,28045501,2,10,<
1364,12032363,19455420,9,3,>
1365,16108816,35434130,10,2,>
1366,23988582,25603284,10,6,>
1367,23152855,24800205,9,5,>
1368,27110144,25651368,4,10,<
1369,25340584,21525127,9,10,≈
1370,12111667,20607328,9,2,>
1371,27222779,17245007,1,3,<
1372,20936748,15991693,3,2,≈
1373,31097585,34698095,10,5,>
1374,12368358,10775621,8,8,≈
1375,18650807,29487147,10,8,>
1376,26103099,22278237,7,10,<
1377,23562538,33732503,7,10,<
1378,17364620,18259599,1,3,<
1379,29183956,35606752,10,3,>
1380,12695158,20309697,9,1,>
1381,20171966,25073834,3,7,<
1382,11370776,8764397,2,8,<
1383,24205239,33552713,10,8,>
1384,19673035,24646697,2,10,<
1385,11330826,9422506,4,10,<
1386,10655421,25632357,9,1,>
1387,11333899,4317349,7,8,≈
1388,14508616,9634427,2,10,<
1389,17723043,21903276,9,2,>
1390,15353595,17513373,9,4,>
1391,35562987,32265326,10,10,≈
1392,31174609,31992981,10,7,>
1393,17273969,18996922,10,8,>
1394,23975060,21857400,3,4,≈
1395,20498066,23160833,10,2,>
1396,22106304,26912609,10,7,>
1397,11189830,21949220,7,8,≈
1398,33521534,37744640,10,2,>
1399,12653831,1720352,1,10,<
1400,19794932,23213269,3,4,≈
1401,31798423,34078477,10,6,>
1402,28288676,35664503,10,1,>
1403,23970858,25450109,5,8,<
1404,14963169,1316608,7,10,<
1405,26198339,33175311,9,8,≈
1406,22235917,16417257,1,6,<
1407,19353243,15723283,4,3,≈
1408,24586177,19416129,9,10,≈
1409,22742606,34820057,10,1,>
1410,19586700,21146553,7,4,>
1411,15096181,26919741,8,7,≈
1412,23980595,29700285,8,9,≈
1413,19646453,15071593,2,10,<
1414,22889467,26169317,9,8,≈
1415,23741347,35588295,10,3,>
1416,22081577,19439338,3,7,<
1417,11481485,21567178,9,6,>
1418,12154122,20153628,10,8,>
1419,24107862,23864315,10,10,≈
1420,18022691,23417322,4,2,>
1421,23283964,25880113,7,3,>
1422,26490184,34502518,8,9,≈
1423,12821478,8553549,10,4,>
1424,16103902,18493062,10,5,>
1425,29018614,16382109,3,10,<
1426,16199875,11914278,7,10,<
1427,21097618,11572999,7,10,<
1428,23616242,16358335,4,10,<
1429,23303301,28503385,7,2,>
1430,25961799,27859304,10,3,>
1431,30271086,33869642,4,8,<
1432,27821883,22113244,9,9,≈
1433,19593661,30158940,7,7,≈
1434,19252477,19570518,10,10,≈
1435,19641853,17637663,5,10,<
1436,22264063,10613387,3,8,<
1437,19388006,29031532,10,10,≈
1438,12941911,18234265,9,6,>
1439,15579674,30376582,3,9,<
1440,22125313,19147651,5,9,<
1441,30859757,35117471,9,3,>
1442,33001360,31954091,3,10,<
1443,19457069,19098360,5,1,>
1444,15864614,8606926,1,3,<
1445,36827402,15507781,9,1,>
1446,16105949,22511717,9,9,≈
1447,19732153,11010891,3,8,<
1448,11559656,21264506,10,1,>
1449,18714381,37372439,10,3,>
1450,11447277,16344479,10,10,≈
1451,29181377,25624411,6,7,≈
1452,19340902,30364685,3,1,>
1453,27478510,23378621,3,10,<
1454,19395696,29330757,8,1,>
1455,20339879,20118792,2,2,≈
1456,12379694,20839789,6,4,>
1457,19116827,25467187,1,9,<
1458,27081393,19474412,3,10,<
1459,11872707,8550432,3,2,≈
1460,17641151,19142342,9,4,>
1461,18275598,30773892,9,1,>
1462,11089712,19589564,8,4,>
1463,25603901,21801371,6,9,<
1464,20020143,12086164,2,3,≈
1465,31518991,34322416,9,1,>
1466,16627759,27046463,10,9,≈
1467,28179394,28653227,10,8,>
1468,12183367,17452463,10,6,>
1469,19280130,10511517,2,10,<
1470,26011014,29797047,10,9,≈
1471,17660290,24313874,2,10,<
1472,12407239,21674050,2,7,<
1473,11254456,15042509,10,10,≈
1474,17632694,28053876,10,2,>
1475,11999170,9916884,3,8,<
1476,17189609,28011307,3,10,<
1477,27827980,18462846,9,5,>
1478,33737798,26912926,1,6,<
1479,16389300,15788746,9,10,≈
1480,18444087,17939996,5,10,<
1481,19104024,19741524,9,7,>
1482,23223615,33660297,10,10,≈
1483,35614512,35118908,1,10,<
1484,28837443,34426738,8,8,≈
1485,28117380,32634374,10,7,>
1486,29340213,28209295,2,10,<
1487,12509509,14645053,10,8,>
1488,10799581,24219995,4,3,≈
1489,22515545,20175539,9,10,≈
1490,19493248,22302075,10,10,≈
1491,20442245,24752895,9,4,>
1492,26550554,30701086,9,1,>
1493,27550173,36624336,10,1,>
1494,29132418,25081627,3,8,<
1495,14688085,11911831,4,10,<
1496,19191336,17868017,10,3,>
1497,27014281,33591270,10,10,≈
1498,14513379,17028338,10,7,>
1499,28375139,32217833,8,7,≈
1500,11463128,29242980,7,3,>
1501,33083102,38102389,10,2,>
1502,18656625,24277029,8,9,≈
1503,18783606,25079375,7,8,≈
1504,26549794,34200631,10,9,≈
1505,18281312,33873062,10,2,>
1506,20046297,7672958,1,8,<
1507,25577413,29510692,7,10,<
1508,20603020,21664439,10,6,>
1509,16557416,14697883,5,5,≈
1510,11501999,15800212,9,10,≈
1511,17235690,29652797,5,9,<
1512,32157155,34288562,10,7,>
1513,16957239,15705319,7,9,<
1514,12885884,8864205,9,4,>
1515,18302800,38063318,10,7,>
1516,14982746,10393974,2,10,<
1517,18443564,27799232,4,9,<
1518,17204152,19607710,7,6,≈
1519,15213135,22452361,7,5,>
1520,28782224,20587779,6,5,≈
1521,20139183,30617242,8,7,≈
1522,11724946,11163363,9,3,>
1523,26475459,24668298,4,4,≈
1524,15888786,23121676,10,6,>
1525,15113447,10923222,3,4,≈
1526,18258679,26578907,9,8,≈
1527,18404288,34710197,7,10,<
1528,28326770,34757081,10,5,>
1529,29916136,18212034,5,9,<
1530,12370294,11493925,7,10,<
1531,21799738,31259093,8,5,>
